address,mARIOQty
_hfaK77reLt6CXIPGtlwO09zmef6WPL-5Tzl_TGKids,696000000
_hldm_ghQSVg7QxTPzrjd6rtdzqWJfMrqdkVIqH_nC8,696000000
_ifslkYaKzRwWbIf9JLAk82icn3no6AHnl3_Xnz568o,1912000000
_ik28imkG5dI2O-FD-41j7E8ZYjuBuTQy9rYJotHNHE,348000000
_k72pztkRosnKHp8HqP1erDe_uqq9AHsgtdTS-hRZ1E,348000000
_k8qtgTt87LhBGh0MiXz4tYyCKumi_7VTOjW5tk0dj0,348000000
_kVFjSw60auWJmgsWLJb8ojtfm6fFMEt7DIZ0wTnQu8,800000000
_kzwpmjSJgJGzDgEus1cKcONPmXoKpZCzt8nutu6TSQ,696000000
_lH6Se5ag-Q4W84ALrULqd7mCgudimlmd9u5hJh39D8,348000000
_lu9_dFiCczKYHCZPH2_r2XZ6TZ_ApbYHb5da4I5Xgw,922000000
_mA6ZVmyJ0wEvU2Dy4zqfwP6l5-j8DwEC1PnHgfNTjI,869000000
_mJztEfcPeW66UxTgmcRt8zr4g1scy2LlQxFEz-jHyw,696000000
_nQN4yBsBHZYVkJdXMygqC8oUj4EUAcTeNNhGIKhTzE,348000000
_nRkNpwgpiNs6KBBHsCoYDmVYeLg4JrUm_nl5O7pDNs,470000000
_nzdCHD31KN8W-w796X5RJFGigYp1dHkUGQF8Tjwt1s,470000000
_oBINWJ5TARZVUkdjQnRubD--U0TH8ckc2dNQPqWqUo,452000000
_oHDAfS0k--H0H5EG7tTvittGUS64g3AGYCMhCbBiv4,1634000000
_pP6xCCa-_aHTZdTL1TupLjVoXsMtDQxNQgQnMh5OFI,348000000
_prrNngyjCkDLtK7cbwTzRIBIHSEDzj6aLfNd-7Gp8E,348000000
_qG9k0ZXzEkxseihL2uq02ZgQaqwtiKjcYiyyVA45uA,2434000000
_r-2mK0YP-yNoXbbmALn36v2F6hyqx4Gjo3ZP_FyMBg,5214000000
_s0OHX6K7XAA1lKuZkNp6rrm-wHpWY6da4swILL69a8,1217000000
_s0h32cJzujvzEj34v4vqOvFZaP_YQGauR7RjL3ZiJ8,522000000
_s84_tmYlYmwdBbIlEI91cRQfePgk7Xy-ofaFKisPXY,470000000
_swX_u2B-j3P-JKBfmnyvGQGJfrzSaaUjd5bVkxMKAc,1565000000
_tno4gOpAEG9QwUMuI0wmUfzGYnP92V6BzVvTpW2A9M,2955000000
_ttK1ZoUgkOWoHJ5Rzq_tM6PAw6Jd7_nSt7DKlF0UCc,13017000000
_u8u3xm2roZh46cTOtJhwLqhS9rGxdtVvhC2vlSaal0,783000000
_ub2fs-unLWXeZ1pwit5IgVfJlPHzxOW8WsJ1kIz6Hw,869000000
_v4b6AogDU7bZgcANaupIER4BGtLfCi62cEURffjwF8,522000000
_vYDuzK1pzqkB2Q5DE9dsn40yWnTuW9caRPbmh53wwM,1217000000
_v_pPhtI9943K1WSTsjf5N6zpw4BUolH2vx72EDLNI0,696000000
_vceiMZsuAR2sie-qS-6zwbZY7n4KqXzREZtg3lYyVM,3727000000
_w4LYBvE8FY4N2TH9VPo8V4sUmuIJIP_QXKdpks7p3E,696000000
_wUDcAgahyzH5ytO6QBcKLVBgXZADCa8Ca8Asq5EwTw,5035000000
_wjxEgwA96hFUJuz8IHdXXj22Z6md8uBYmiMJJkn41s,1043000000
_wzXvAFrNXi-al3ytE7tghBfMmL9iK0UR_Ru4ueqflI,696000000
_x1viFxX40Dar9uzr2BotY77pCSDZIjGRs1habrPqGw,522000000
_xV38e6f2hLlKf-PBjVknORrarbcXSIKgdBFkw7uqUg,348000000
_yUgUL8hWtOwghYm21ev4OiyLa2Rk3t48CSxnP9lJPg,1912000000
_z-TRwiUHze3k_BZiNaUGv0myBo9VFGO_6AEjMC3pgY,348000000
_zSo3SrHcWJrntT2_848w4cXIHkzsVD1MQGeOtFAL9A,869000000
a-RfVVRpqbCqT1DVj4yo4fu_NxhdLZIXNAK4s9VBbTE,2607000000
a-gUPXqmvyNkG1bbX7tmWXW8UczXOMP574xrfygrp8E,1912000000
a-nI4kL5KKQakHMupDgVYAlB8drnS6jUbjy-ehX-Dxo,1738000000
a112D1-SqYTiHrue9I_er8tdykVysNsE7NBrw_vNYEY,2260000000
a15ERYH5IayBWQD8z126v9Tmh9GeTLqAA_saXXSod_E,1912000000
a1LjEcxwXtfO9yN9Y4I65qmmhQaLoPuAQBWoWDCc1zg,800000000
a1R7psXH4_W73Y19cpWFOm65uqMi92chpeLDXCs_ZWk,348000000
a1dg9cUPU_RHhiSFGw7f293Jy3DL6jdTSZjJLYUj6Mw,1478000000
a2-3fRzwQsxI4ag3rbnWGitf4o9fuNuyVXte9dpl4ik,470000000
a27m149LamVBP14WtfIjkwyS5iOTFw0zTxAY_dV3o4A,383000000
a3Mzfz7igmu2tu5r2Xs9epJ_eToO0YkQNrxO0lK033w,1217000000
a4flzmff3PeeIKqfw4xz_tObRjMjA6sHpBxqQME-6Io,522000000
a4uznsDmXxFcfwFMCSj9l9OPMUzc672C-Ki1VFjtLtw,696000000
a6XE0-F4jQALinaH-EbCOIGUHmcga4SCOU_8G4tVvk4,696000000
a6hjQ_SXlphki6xxOWihATsaacqri3pomayVn-DYclM,470000000
a75xWvU4B0eYCGCuA_S4BYz6N03Oo5-gansHuQXhRW0,522000000
a79xXkB8mIBC2FEXlWCzGvgp7OpjLsJPJOeoL2e7eww,800000000
a7jSFq42bw6Q27e0Z6cbKyoMNyY-nMpeFWQQ5tV3SXM,487000000
a9VI6dBR6Xmr1HhASJ1Ix38oqAwP976pv3NMsbsh5bM,348000000
a9WFTiUEunG1AGraBMu5W4qJft9Ysj0UeFVKK7sdAVE,348000000
aA5feO_4B9GYeVENN8wcUoUvNgCx8QRAepP0vzy7YwE,800000000
aAKvSmcbf0lS8fu8olsChDUpzrk9Tb9A1r84bF9qVUA,470000000
aAT6pTRmpfNw5qy_h_FziMMophTyvgfvR6OwjPM1LSA,869000000
aB19TC0mZqvHYnpioyzbFcrYl--fLCeK3Oa7QBDiGfo,1217000000
aBHYB_03AiU_kF8wDXxmqVtXANPly2qY1uEMKDGoKJI,1217000000
aBf9eSPmxrTVPawGZjewV_lUGrMxi69jz3U0mpuj8bI,348000000
aC0S1FvmA0pMmxNlto1yg6K80nrhhauyqYVhfuo6avw,348000000
aCC5JCkSOEd7oAxIC6rsBEJErOn7X0A2jtMh5sFHbtI,1217000000
aCEX3ToexLap5GP1h0vyN6YaMTqylo1ZHFnpAD6y6rc,2086000000
aCatw0fJgg4AsPrYrGw7d4ocnhb5RWZRFS8dXrPOevQ,348000000
aDj5RQ3fWWK4O1PsOQY2cI1o10_B26mqFrO7oitGmTE,348000000
aDpgvTKKejrBPIxYnIKB_LsaS_dxrNTPaR-cjYzyssA,1912000000
aDslirl1fHewrYbAOrYCipU-NT0-eS2aU8AepgheM1g,922000000
aE1iTCGOwTvsWZ2UqIYp7uyYrvabHBHDDXK2RnVLCcQ,1912000000
aE8fuKIMNOlu6oJM-qz6XaExyjUpYmCyvnO5HAla23E,452000000
aESD0366l3cOblwnRMs51au-YU0JqnlZhRgNRSPLiP4,522000000
aElFP8a8mZyjnDSkBrpJp-dsH64yFWXAOfhCpggA-Ho,1287000000
aEsBRZTf937omTlKYEUNKGy72-plFZNxRAhWt4BLp5Y,522000000
aF8ZSS9ZhFOOJ2LD7b3SYYKG_nfba1HRw4T0Rc3M66Q,487000000
aFJNhvrFdESs-KReYbRFuxMHK-uK3Dx6_MchPSlbXjQ,1947000000
aFJciDaIdtPkphUysEvV9x73GUMiHFH7LFzIpTYdTr4,783000000
aFpZZqTXFMmgwfuHpMjUFgXQtlSo3vVS99d-liKLXMM,522000000
aGAyFWbvGVjonU1CPBiFBCDjPwKQuLl4RN-vnU6lcvY,1217000000
aIIeW4ZW1NH7AY_4W3-PZ3K8pjeSwQ0M5J_8noAMldk,2955000000
aIhox1q4YnSHSaAC3MEUtK474DtC5ZcZkOHdF_LP8ww,1912000000
aJYenpsiQqP4ftyLCAiv3zVjgRXBj8kl0QprtoYxvMg,3129000000
aKBtfwuk6ywrgMk7vZdq9ZZmLeFbBUhqd-upxjoebP0,869000000
aKLIlU7gdVrKBsRFnrJclvWto8Bnhr-fd5Pl0J9Denc,348000000
aK_46GhT3l3E6z7T3la-bJOfLOnymBnbEoDgosq7vtE,1738000000
aLSndlbQ2FCefmpjQv0LML9rjghrrGlnaoNXUATHig0,9559000000
aLpaf4aWWtUthbSHw-_Sm8nCezIGhkm6nNzjoW4sSUs,452000000
aLt3Ze8U871vMgNXEsUSTlxU4DDpjk4SZJhFVdLwFEQ,4345000000
aMIVVFcrqb6cezJSemUlPgrgohqFYDRPA3Be-5XUMX0,800000000
aM_658H3p7vCV11gQ1s6Agh3jDMr6X8m6wV3wVFzx_o,348000000
aMy7nv1LJ0TLH529VdnER8gunYLQjDPNrmYmzgNlQDM,1825000000
aNbyUj2fHdg2kpgnWuizCu2WYRCAUzhOgelelPc5xDA,869000000
aNebi539BPVcn0Eqxsexl32imKpeax3JeTV095gru0c,1321000000
aOlK1JR8iUV1xgDGAXQ5AFrjPjP9hfSSMW5pAOTk3jk,3481000000
aP8ZfddDUJTi3tIJ_sGThwkI7StylZJjAW8B_ZWVQfQ,1130000000
aPcsOz2x0w6CeEqlANEAEmpv5T8YcR9SttxhnwwQg8Y,3233000000
aPrlMC8sxXoRVIS2Wea5Ap_9rxHFeFF93-rTjeMAqtQ,348000000
aR6Ze_PsD_cSR1Z4NOfaL2h7TMzD597rcyXmBMO0ae4,2972000000
aRmJ81qtBhWa1njPyvMwFBobcnGiHnYMHoq0ylHTCL8,1669000000
aSA0UiUvffzy9KbzjOsYF0_L2GadKDo2F3hvDqu8gCA,800000000
aSPvHEwqZlxD4dIYfwJLkjo9MoUGPmpPtir_sn_Tdqc,678000000
aTG_cGaw0ft_OqfXS2-YO4YsPcuBWohTQNdfOFcHIfc,522000000
aU4-FImUd4Q2IzjGdWtK5b9N5Wt9_MDqfrl7hhJaKRg,696000000
aVaxFl8Pu2_VpEOPROrTPL3JgIeGJNJ6LWc_1lVTvIM,869000000
aVbdCl_Bnr7xb5SHsTdVrFPbl2muHX351a7KQGxg9Lg,1426000000
aVyJEFhdluJTFyRgrxT4jlh_cY9QOd26ak6vTfj_TVk,1912000000
aW5k1qzdwuZMfGOZeEjfd3sVnSAyS1iquzmP5RmpPtQ,869000000
aWJiwt-kE6VesrR3Jxlzf10Kg8ng_bQ87U7PF1Pi64s,696000000
aWWOSElI28yJljJwP2kmw6U9-By-1YgF4DLFhhFNG-k,348000000
aWdjUs9c7n2WqCEwyFkp6Hap23BIuaC0bKrX4l18Shs,1165000000
aWzzQlIL5RTfapppFiqZ3oiIJl8SBOas5Cu4UqqdCsA,730000000
aX03fTq-JxZoG_iqV76ZqZt8xTLN1xqEhzrinnUxOiM,348000000
aXjrWXiKLq4pSEn_dDTzeQivwtHwjGH5DAWmw2xerbI,696000000
aXlHbUZf37s8hu0okTPYk7r6ZY59HULkLK3fVwzQJ0A,348000000
aYag3VDFzBathQ1vXQY9jhpRNvRrpdSWIP1EALgbMJY,1738000000
aZqgvGQYRObZZX2HDhaAdSfyLoJXJTn6rk527zFswBc,348000000
aZrnVV3yXYaaYPt3z2ZW1KUu9vNE8gmRS8cZDWrZrbg,348000000
a_GRiHGFWuIb5Obd5MKpTOZtzkQSLlmYeQ5ehQUSlqk,696000000
a_SDCVQa0B5QTobh5LWBzySpCdIm-3X9APrkmHZ-yV4,522000000
a_q25jHAB3IqfBry-w7p91nU8P9bnNyp8u6Bs_PE_1Q,348000000
abxJ7ludn2lWQNql2OQ_FI4qc5Oudb5oteErx2l0LE0,452000000
ad1hxzI-kiomvTHUC98sTuVy8axrr1FJ37g1gwRYWJI,696000000
adJdVInjVz_E8lrKbt6bQppXuauy5da30Q5UNwUIgug,6083000000
adgf1yE-kTz3sWaoBDPQwZU7KLDwqVnh_kGvY0_XdLo,696000000
adxHnbG69ivLqF0d-WtDZd4bbmkvxeW2c8bEAzZG8iI,1912000000
adzTK1idSdiq653GOSa441LQS7yQR2lJ1nDat33HcEc,1912000000
aeCoT9AtnlJJFMZKDH4RT3lk_K30Y_h5UHVAbfFLYR8,12619000000
ae_74eqVakx9GO2zpURgsH7UPbuW-uUlIjAp3KcB19Q,1304000000
afQtZ224ye1EmzG1t1QVaGqhwaIKBE_uCmei_ayF7FI,365000000
afcnMaBSxd655IEPgdqGlEZ1RaqNNHCJls3_jEm1TIk,869000000
afpa8avUcfABReRZg3DL9TFOAcJoX7ZHarZxOsyJUuE,626000000
afyJFys8tDtqu5TMXt34rADHUhrhDqNdVRjPUdR0xsg,365000000
ag2jHicdyOte0xIONV1vRL7-dnSIT1US0Qr-Xpfbk8w,956000000
agPOUq_PL_ywHMzVYd3ZS5YXZ-eYHK5kTDhPwXDKYDI,1738000000
agSqOTuFPIk-MenRbyhFocMzjnp2XEtqeBvyo49Y724,696000000
agZ0RyatXxVoybNSVfUYRH4d0AhhX_3KxSfR782JOAg,1877000000
agn3grtRxvs0q3cxWoFf1ADxOeYH8k-3PakadQ29SRU,1321000000
ahGvm0adLZJEu0n5P10HlnvEz-kRtNC1kIOtcOQohj4,13017000000
ahsw9zk5LuCWWR6qPsELVGpejsQnjv_hTMXXukWfBj0,696000000
ai4VWuhfOzd5vB7xOGr3cInO6SIw_b_-55OhB59wt5Y,435000000
aiE69ykgOIv6-0tZpikkURSLb-PT1sO0tShDKFpS_dU,1391000000
aiEY23MhvptFdwPgpVpgCw_nZVo9iRZcOc-8JqPLbSs,800000000
aidqVrsblbGOQq8BhxsjUfF3mZLV7ZjjhtoFaceSqtM,522000000
aixT9S0mvDeJLkuq8Jw_88CeAZ5R3of5bh1Ad5Oojb4,748000000
ajcM8p9lE-1NTYyX2NGAQ52vb-HLN7iDKD-mup7Nn2w,2607000000
alRq240Xe1LUhgaGX5hw2j1VS36C_w6h5-EU0_cGcXU,348000000
al_OCgkbpDoNDAHbVdK9G2GH_onCMA7hbWrFyevYRGE,348000000
amd0V9g-r7sfWqkF7rqLww2wQuP4qDJi7h4p8q17jN4,452000000
aoIxvRagJv4lsBXM-_bemlggJCxQAqFcRElFjkWneDA,887000000
aoaJNC8NcKVfgwaUj6kyJi2hKrVGUsRHCGf8RhKnsic,3129000000
aosEowghuxCueWU30QdKSjJEATISURlOUFvUDaJWuoc,696000000
apainWL5eCcEUOz36kta95paS8dbsoVYTaWMJlEemoU,696000000
apdKF74r4L3-S2RSToxm5W8nTah3n-TIpTIj0RMtVjQ,1912000000
apvLgR5dGgeIrqpTrFCvHrkL6jClDhC2Di_e1JYxA4s,783000000
aqBbpIYlWyMz5a40-CXpHf1S3OJQ1NjM3nlw4h2aUYU,1912000000
aqC9VhYqXjzvGeJ1ttEbKkd2OUD8sdEoGIxo2HA7S64,470000000
aqWJWkVNhgzy-yKjUuUUdHQTzKYSgKnUl8pfxz-LRao,783000000
aq_2UzLfsx2Nv0VQiorbUc98w6b7n_lpGQwiMvOZwNE,1912000000
aqyJgdX13pgskHUAxCROlUgzOQP2VsJnRLig2DfKCF4,348000000
arW5NzOyKjNqCitJHZj-ZhuywTmvR1k_ch8URN9lCIs,522000000
arXAULqIwGgEKlsWdkdc-4U2-YgMfx4ya7eszyNjTCk,348000000
as6_vGCgH4VPM_4MPZwcAMMaWp1shvFPOWTz01WL174,487000000
asnc_OGSTcNPi7N9LqaSYdWtYQYjMlQBZAEznjy7hIU,348000000
atLbMMPjRmaEs2Gq-tdnIsJo8wV48uNVRHa8LjunPws,2955000000
au1kML8VJ-JIi6FT0wEx9aBdUojYbG4b728AuwrZSFk,348000000
aujZVCzWMdJKeimXb1vQL_LufWbHX9kzmtw-U1O4hPY,1217000000
av2VPt_gLaZdnqXZEhbG0FUyG6LBtiGpputu43fy2Uw,522000000
avYnSUdQ3z-666SvTJVKbL0QobDuUs5jZi9HVGxlAm4,2607000000
avlOXiW2W2aPki3pNI3vjAnwvEPweU2J8_HaRw08lps,2781000000
awDXQwMlTiUjin6HavxyAu3kVng4ScQkPY_gU8AtD_k,1912000000
awECvk22Vh_b9tvYUjvAVUPVwMXA4wtWOub9PMSE5v8,348000000
awTOxQEg8KsbFJXUXlwj5bGKkyghYSs0T1E-K2Lbh7U,348000000
awkfBRqE02jEwEpkCPqJavSr5ZzvbWLQVuL7Qc-fnxA,696000000
ax3z_BlQ2Ag7sxNraGgELCD-DhSIocJheBh8MyGHuLw,1912000000
axnbpUac5xDvOP_a5Abu3DyBM0p2RGV6uwN_rtjoHYg,400000000
ay-BfXE4YK9vDjv6TqHRSPUjwfA8AaV0ua4pzPlXRnA,348000000
ayVS54PcRJ2ggaOYn3hJZXT3lrDYRQN7JLhr_m29OMs,348000000
ayz8iwBzTu6oBMe7yBCT_u0FCoMwhsxd3wwaDV-X3eA,452000000
azNXP9ZCgAG9zDMMET1GEQvbmdYq661FWycXJdhZNPo,348000000
azOJLzhMR5mOXPX2Sj8YK5oGIMLvVbcyl5pR42IU8jI,348000000
azsRq71juI9O3HPFTkf_E30ac0cq3-xm7zGVMj9sNUA,800000000
b-22f_2wzJ8zor1hI3qDtevoZSjskbOT2SAmMcMod5I,2260000000
b-A2caHkkDj60DQXaNuCjpCVO5eEC1MjKd4Mf1o7lK4,1478000000
b-AoU4AwjHxEFFHV5Wj25oPxHDmIH4M5dL9mKUvx-Q4,348000000
b-Z-dW2HuXiCr4dd_ypJqPJOpXzvDnp-n0JkzVShaMA,1217000000
b03vrvf4sPAXhsTyFuFNfmgWUr1mhjPpj45IxMX289s,800000000
b13MSSG-RQjlJsvt1fvJnlpXvEGUy6q8QA656J_7gf0,348000000
b1BHoJS2R3t1jKHtMX0DyKGNd-wwIsso_5KhWIAzuzg,348000000
b2kAr9HTBdIgCoVhJ3VH1ez7suXcLFw-9LKOs1O4gQg,383000000
b3JpfwOOSn3enULf-rd3SbVKlC06FDD_AsgkCXgjiik,348000000
b3_E66bKbWLIYAGH7Jw0x0l7kqqVTAAut43CgXH8M0E,2086000000
b3d1IQKWRs_j_uVKxRFw4Mth-SVk4n09QcIpXwaDSkA,696000000
b3kmr9xBA5t8UY59juauE3dBB7aNVwA_xRDsasDnvck,400000000
b62HQykFfpIfCVma9Yo1XWBU0isvkamNsQSUdzZ_bfs,1912000000
b6XKGskgIOooSpjYYbg3PZPH3-ezAwmHkjuj35XzKoU,487000000
b7EvSJpFJTD8vdGlKMe42aX80p206QIg7WbtBWY-Uf4,452000000
b7UvKwttVA8nL2wqsny3v-3m8ywahWMgZRzPVzMWlGM,696000000
b7evLBhOs1osdt2edDI69qKq88dct51sWUGATwoQ7yM,2607000000
b8FjTeLN55rWw9M-Vt6fpUhD1OMsXbdD8g2ta2L9Woo,348000000
b8SaTCKlBp2b3Lnaw0O_dLj_zd8D65btxBBI4S48z3I,2955000000
b8_aKOnw8D2iywjFNuTlWHEDheSh4z7EzJYwIjp-Bxo,800000000
b8nWuqsiBA9WPeB23NIINg6iTzNCUSjVtOSXaQj-2jA,869000000
b94mKaU5m-sJYxuOaAq4ml7AysjB_FgACDbczEygg2w,522000000
bAJYgxGXt9KE4g8H7l7u80iFaBIgzpUQNUgycJby0lU,348000000
bApkzLGvEwXwqtskKk3KIi9MCxoCmEeXFcMTCFFdY8o,1738000000
bCRz8-cgfpV_BUCI7crucwAHhk58nlLlbnsJ_MQhRfA,1738000000
bD6W9gbTZ_5DTDbnktBQYDVWy1KQPWqmHvEt909xe3s,522000000
bD8xilItLq9oCjeZzQ2_qY3kC604r_WzWLU_5L6lEhI,452000000
bD8zIfw6wP4Av53BKdekp-B86Fw5bYjBiZZoy9HJwvo,1217000000
bDqK5OYbIJ71CUEp41cUdq0eR5QpqHyjaLRwnuoUNkA,522000000
bEJMXGFY-ugZPAf0sKxr1IHVSJNMqNteTvL1vhj58fg,348000000
bEtleCqz4aQap0ax9ThubS2zMIISkvYssJsFypluicQ,1391000000
bFmsBbgDWIhiXukRHf6sSdR47adW8wjzKF54PMdm4mg,348000000
bGeqyk24_uPe64UCBFQu-q2mk_Fo-qWaJY5omCC-AD8,2069000000
bHA6qrHNOM1cFBDuxRIEMO_Jl6Ymws3pRGuVFHPwxP8,644000000
bHNwTNmC56xznP_6M_ExXC45foFjN7Y_rhjs1PFnZuI,696000000
bHdrFd7KgZKQsco0Vbg9340Ly9lFvWq3FemE9e9koyA,522000000
bJAP9JISAtsCTCK1ozv-RZABAKE1sGzV--znwf5yh1w,348000000
bJEuxTKH2CFupUsgdYunyGYT4TmxjnhasEIJooA05o8,678000000
bJYas0l5uIwSt2N-4BOzKAqoWIUH94kU1gdMJAR3su0,418000000
bK0WFQUzElnW9WQd5vF-By8bDv3kgM77yhoZsXg588o,383000000
bKik9nr2MSDPtigX36Dt3LmRGE1Pytv09Ck1TaHgGO8,696000000
bKveIAFL_xs-ToDDhc04u_g8m7yh6dohCt7QF539yhY,696000000
bLj-hPP7yqywpnfmUO63lVuNx2pW2cHvKr9u1SgoLhM,1877000000
bMQWODQdCppEKhylnbtdG12yynUiaVAgOiK-UeF5TD4,348000000
bODL_3dNXXEZW_-LewLFY_ZkiswfYSIh6zwk_YCGNO0,1877000000
bOKj4zPvCFwpfVthRXg1zqt7j_Wcxo7mriw191f7tCw,470000000
bOMMzVTGdp7jTGNow5NbEWMhr9gmQkAgM2AVfQWu3OU,1356000000
bOtX-n-JV8J14NIJjFo4BoJvfxnC9dgFKfUBbPJeu-A,922000000
bP10fndXOQE0ejLQLy1ALjAB9Y00NGGuIn3dt4m6-Nk,365000000
bPUt8Kjwdl_LvxAsweMIafPGtGguUBmCl_RJM63IgOU,869000000
bPZm_FkF6w1g61ZfuIfLW60_M89YGW4REZVgf0K03tk,2190000000
bPvqzNl323mduTbmOz3NMAmg0GWkMpZT8xwNwn4O9hQ,713000000
bQjdnRfE45s4249RJ-gr5YXd679Tqc9H564WCNnFcc0,800000000
bQvHm89aWZo1w_mwmNiwlRvPl77ahGG3lI1ZW2MZhj4,696000000
bRAHyX1OluEQbv8P2NoTPuwVFIqH9y3Lhouqq7qDpmY,730000000
bRNQpv8NJbDsOtdYhxCiSY2BwnkE_DvnXe21TCO_dvM,6500000000
bS93J-BxZTF_4jcy5raRzn9Rue8th0SgkcuEE4WnHDI,348000000
bT-nxLCXQUwLKDhWR9izom3DU42prd8vsQQKT1AjnWQ,3129000000
bT9-fRBX6Ck1mrw7l6V_3yb6u2YzNHPzUeRmz0yVsP4,452000000
bTgMMafnD1_Kp0FxXqiNRSpYLIFrPDCtlaTyx1ReXQc,365000000
bUU2nmP1hOW-CLPEcdLVkwwqZ-2Jffq9iHxvK68MrKI,2260000000
bVhh_uYdozKzrVLvdBkILxTqlVvNFfKwmJoW5Y-tN5Q,348000000
bWxrtYsgGsH4NIK839uWbNfC55X94Ez7NBZaeWgvCI0,348000000
bWzaCnklGenttX6Ff66C33herTNqaGr6oXCZC5nAktg,1912000000
bX47uEMn-9g1Qt2Yr8gpw8vN8-n5G3gk6DGzMRsjuX4,1008000000
bXJBYdpgiD9nta9EbRN6m3s9Tq9dYD_A4_WLAx4tDYU,435000000
bYSHi2uSYvhQhEqVZOTc8HNZYyl-AMOny19hMpnz01o,869000000
bZLaZkrQKUp_a0vGn8LOjw3FptTWkRNP4rxAii2L5YY,574000000
bZXXY0xMsA_05cwBI_VC4nsgKt3f-M3sUUgElF1Bz2w,452000000
bZpgqf7U3uSG7L9mwEaBfL-zrvs8B2mHXsP5D-Pe_uM,348000000
b_EpcktRX8Vrc7ww1vm1ovVKEX0MDRKiQdkidWGGad0,1912000000
baDNohwEWz84-o8iXmDTilu0deByWbrGCt_KafLtZA0,5388000000
baigk4zvMfGG2JsDv5ElQIUOidTn0KqEIkkkJ6RdiSM,644000000
bbDHBIDq_XYTYLghmGzqBFgMsbeNpobsuHsUac5dZw8,869000000
bbDsbv8h7f3Rymmc5pVQ0hsQ5Zf8i7e6soaKxErBYDc,452000000
bb_lusgKxn_lHLNfXZL7IlPCpqzo0-_cm5n2qCxMnzo,696000000
bbwTOH-Go1sI0ZwMKDZB96X9ROoeIEREFjvjEA8qTIw,522000000
bc1wRNbR_bzZrJuZY7tCyDbfUKRSXBQO4FKkasgpkdI,348000000
bcdaMBgm9jPATe3NW8pemnOig3S_9wmn4UluzpDHGqc,696000000
bd1FmhbofjBx8nSzHZPaqcm9qyM0yyTA4AMLUTV0Yu8,1738000000
bdY9NE-xUW7yNe4BMnPO_oU-NJFC6f-iGitOZfyXrdo,470000000
bdieZ44dPuZpforhRAfxG8JQXC_0y0_wThgjzZhNA4k,1912000000
bdrl-r12jABzwZhbkmt5nXJx6QMyQupahVYEn0fG_7U,348000000
beZMs7hAlu9p2dDSUwzBHPexZ1_ywO32p_c2qiDA9Kc,869000000
bf7Nkn6zG5GD5iCHgMGWr-7SsGv9Uyn8phMdAhc8y2g,348000000
bf8nHYwNK5fmX9Nc3wh2mSu2VfoNuPDRinez5C2bunY,696000000
bfWSLuWeKSNjX04ugl5qMEeWtrcMPtcXXTwD2gx4VhE,696000000
bf_922sjDq63ONLZp_Nyeqdz-L5DE61DKmsr6RxvF7o,383000000
bfuV8q83j6pa45U05fXmU4sZ3hbZNpX3LCaAqx8V6mI,348000000
bgX5mQEgpZbNQfebUXxKjNarPTwWJu7TLXpGdKrnZTA,869000000
bgdVrd5DSMSe7gmphJj86mn4kvTRsdRnpAjsWCOphRU,1825000000
bhA66T2FIvkiYOAr2ec1x_xjnYwxDKtXeq082M4_UFg,16209000000
bhC0g11NpHcD_hB-tkmW3b2mthM5EHPLoEIbibKyFXo,365000000
bhEXkBJneaBRc_PCux0PsSkMWKmZ9d9pOaqaaZl6CqI,470000000
bhf4Emf5gwoGCtalTYkRBH3dyv7tLeXbyzgqJvOQhXk,470000000
biIerTz19w42nBgUTpEU9vnhP5VMBTdNWYS2xW4vWAY,2086000000
bjCyx5T-SfNzbZPzdW9A18nqHx6oNmEX-4pTZ35cCZA,1008000000
bjRbNjkcjfBXmdY60SlBt5iNViPZHC6QxYVQx2sFVDM,783000000
bk719-S_A0kEv6sej3eZRaDQmtuohgLtIpNWvoKG7v0,348000000
blBRwrLB7qX7muWZPgGxy24QMHfZXoWoML783Sdeohg,1773000000
bm-QncBJHfutt3LCuGiWgUpTRvCMhpoJQhOy7ePF6Ag,661000000
bm3rYkVGMxh34ong7yOODv0_HhUZaeEMraqpKwTkEmk,3650000000
bmnZ6z98hd4aJCio7yZ_4bBUsF3lX8UfbRqRpWAbn90,452000000
bnel-LK_F26Ww1aCTtwIInAl1uYr5z93jroIJMSN0y4,487000000
bpAZKVEDqeP2IHHav4j3a82SYo6a_kLW0ucoyj2VOiY,348000000
bpCGRn_04plxa_WjIHZwqjTv_da1zUJr0KA4-tyK0OA,800000000
bpPwVBgtaBvJ7MNTzE4Ne2lZd_MPm2h96vJNM4GG8mc,470000000
bpue_YVR1Xm5WmjfCvI9WnntiByYVyo6DXJEr3Ce5IM,348000000
bq2xigC9XMYiFH15fDDvFdQQZAN31CyFAGqpaIkrw7c,435000000
bq7lvHgCvOd4K7_4Neds-uhiaN9kQKSB2VBZjyEBxW8,696000000
bqp2VzvH7z7m5P_z0Xmh49J8WNKDsi3dnBzWcO31egg,696000000
brOLLbJ6P3h-MZCzJ6i1wlaVKogPc9pAE5XXTWLPMVQ,696000000
btSFajfTg2x0euKro082neTyOlFc-AoPmu-rCeVJfkw,1860000000
bu2934RjGfOxMBFzRpJvSUGUF1MP-CF5sGNwuqtoBcI,922000000
bucAkUt1FVncbwsYWfpGjvjyrVzrVrCMzDpu9n3wUSo,609000000
bumcNIQSUvFTNe9mWIjJPdQsh-h1zKsWY7kLxP_NmHQ,348000000
